"Country","year","on_ART_rate","on_ART_num","prevalence_num","incidence_num","incidence_rate","mortality_rate","mortality_num"
"Czechia","2016",0,0,0,0,0,0,0
"Czechia","2017",0,0,0,0,0,0,0
"Czechia","2018",0,0,0,0,0,0,0
"Czechia","2019",0,0,0,0,0,0,0
"Czechia","2020",0,0,0,0,0,0,0
"Czechia","2021",0,0,0,0,0,0,0
"Czechia","2022",0,0,0,0,0,0,0
"Czechia","2023",0,0,0,0,0,0,0
"Czechia","2024",0,0,0,0,0,0,0
"Czechia","2025",0,0,0,0,0,0,0
"Côted'Ivoire","2010",16,81458,5e+05,22000,1.14,1.5,31000
"Côted'Ivoire","2011",20,98464,480000,21000,1.03,1.37,29000
"Côted'Ivoire","2012",23,109925,470000,18000,0.87,1.2,26000
"Côted'Ivoire","2013",27,122959,460000,15000,0.73,1.09,24000
"Côted'Ivoire","2014",32,140710,440000,14000,0.63,1,23000
"Côted'Ivoire","2015",37,158002,430000,12000,0.55,0.88,20000
"Côted'Ivoire","2016",46,189964,420000,12000,0.52,0.78,19000
"Côted'Ivoire","2017",57,230463,410000,10000,0.43,0.68,17000
"Côted'Ivoire","2018",64,252125,4e+05,8600,0.36,0.56,14000
"Côted'Ivoire","2019",70,269137,390000,6800,0.28,0.44,11000
"Côted'Ivoire","2020",74,280848,380000,6200,0.24,0.36,9400
"Côted'Ivoire","2021",69.3333333333333,267370,390000,7200,0.293333333333333,0.453333333333333,11466.6666666667
"Côted'Ivoire","2022",71.1111111111111,272451.666666667,386666.666666667,6733.33333333333,0.271111111111111,0.417777777777778,10622.2222222222
"Côted'Ivoire","2023",71.4814814814815,273556.555555556,385555.555555556,6711.11111111111,0.268148148148148,0.41037037037037,10496.2962962963
"Côted'Ivoire","2024",70.641975308642,271126.074074074,387407.407407407,6881.48148148148,0.277530864197531,0.427160493827161,10861.7283950617
"Côted'Ivoire","2025",71.0781893004115,272378.098765432,386543.209876543,6775.30864197531,0.272263374485597,0.41843621399177,10660.0823045267
"DemocraticPeople'sRepublicofKorea","2010",0,0,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2011",0,0,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2012",0,0,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2013",0,0,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2014",0,0,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2015",0,3,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2016",0,3000,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2017",0,3000,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2018",0,3000,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2019",0,3000,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2020",0,22,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2021",0,2007.33333333333,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2022",0,1676.44444444444,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2023",0,1235.25925925926,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2024",0,1639.67901234568,0,0,0,0,0
"DemocraticPeople'sRepublicofKorea","2025",0,1517.12757201646,0,0,0,0,0
"DemocraticRepublicoftheCongo","2010",8,43790,540000,39000,0.51,0.52,42000
"DemocraticRepublicoftheCongo","2011",10,53393,530000,38000,0.47,0.49,40000
"DemocraticRepublicoftheCongo","2012",13,66305,530000,36000,0.44,0.46,39000
"DemocraticRepublicoftheCongo","2013",15,79560,520000,33000,0.39,0.41,36000
"DemocraticRepublicoftheCongo","2014",20,101324,510000,31000,0.35,0.37,34000
"DemocraticRepublicoftheCongo","2015",24,121762,510000,30000,0.33,0.34,32000
"DemocraticRepublicoftheCongo","2016",31,157072,5e+05,28000,0.3,0.29,28000
"DemocraticRepublicoftheCongo","2017",43,213995,5e+05,27000,0.28,0.25,25000
"DemocraticRepublicoftheCongo","2018",51,256486,5e+05,25000,0.25,0.19,20000
"DemocraticRepublicoftheCongo","2019",63,321222,510000,22000,0.21,0.16,17000
"DemocraticRepublicoftheCongo","2020",75,376617,510000,20000,0.18,0.15,17000
"DemocraticRepublicoftheCongo","2021",63,318108.333333333,506666.666666667,22333.3333333333,0.213333333333333,0.166666666666667,18000
"DemocraticRepublicoftheCongo","2022",67,338649.111111111,508888.888888889,21444.4444444444,0.201111111111111,0.158888888888889,17333.3333333333
"DemocraticRepublicoftheCongo","2023",68.3333333333333,344458.148148148,508518.518518518,21259.2592592593,0.198148148148148,0.158518518518519,17444.4444444444
"DemocraticRepublicoftheCongo","2024",66.1111111111111,333738.530864198,508024.691358025,21679.012345679,0.204197530864198,0.161358024691358,17592.5925925926
"DemocraticRepublicoftheCongo","2025",67.1481481481481,338948.596707819,508477.366255144,21460.9053497942,0.201152263374486,0.159588477366255,17456.7901234568
"Denmark","2010",66,3576,5400,500,0.04,0.01,100
"Denmark","2011",69,3862,5600,500,0.04,0.01,100
"Denmark","2012",72,4149,5800,500,0.04,0.01,100
"Denmark","2013",71,4235,6000,500,0.04,0.01,100
"Denmark","2014",76,4667,6100,500,0.04,0.01,100
"Denmark","2015",79,4947,6200,200,0.03,0.01,100
"Denmark","2016",82,5207,6400,200,0.03,0.01,100
"Denmark","2017",84,5447,6500,200,0.03,0.01,100
"Denmark","2018",86,5657,6500,200,0.03,0.01,100
"Denmark","2019",90,5923,6600,200,0.02,0.01,100
"Denmark","2020",90,6023,6700,200,0.02,0.01,100
"Denmark","2021",88.6666666666667,5867.66666666667,6600,200,0.0233333333333333,0.01,100
"Denmark","2022",89.5555555555556,5937.88888888889,6633.33333333333,200,0.0211111111111111,0.01,100
"Denmark","2023",89.4074074074074,5942.85185185185,6644.44444444444,200,0.0214814814814815,0.01,100
"Denmark","2024",89.2098765432099,5916.13580246914,6625.92592592593,200,0.0219753086419753,0.01,100
"Denmark","2025",89.3909465020576,5932.29218106996,6634.56790123457,200,0.021522633744856,0.01,100
"Djibouti","2010",9,967,11000,500,0.44,1.03,1000
"Djibouti","2011",10,1042,10000,500,0.39,1.01,1000
"Djibouti","2012",13,1287,9800,500,0.34,0.96,1000
"Djibouti","2013",15,1381,9300,500,0.3,0.82,1000
"Djibouti","2014",18,1593,8800,500,0.26,0.77,1000
"Djibouti","2015",23,1945,8300,200,0.22,0.68,1000
"Djibouti","2016",28,2229,8000,200,0.19,0.56,1000
"Djibouti","2017",32,2454,7600,200,0.17,0.47,500
"Djibouti","2018",37,2680,7300,200,0.15,0.41,500
"Djibouti","2019",27,1928,7100,200,0.14,0.36,500
"Djibouti","2020",30,2063,6800,200,0.13,0.35,500
"Djibouti","2021",31.3333333333333,2223.66666666667,7066.66666666667,200,0.14,0.373333333333333,500
"Djibouti","2022",29.4444444444444,2071.55555555556,6988.88888888889,200,0.136666666666667,0.361111111111111,500
"Djibouti","2023",30.2592592592593,2119.40740740741,6951.85185185185,200,0.135555555555556,0.361481481481481,500
"Djibouti","2024",30.3456790123457,2138.20987654321,7002.46913580247,200,0.137407407407407,0.365308641975309,500
"Djibouti","2025",30.0164609053498,2109.72427983539,6981.06995884774,200,0.136543209876543,0.362633744855967,500
"DominicanRepublic","2010",20,14823,74000,3500,0.37,0.43,4200
"DominicanRepublic","2011",23,17023,73000,3400,0.35,0.38,3700
"DominicanRepublic","2012",27,19261,73000,3400,0.35,0.35,3500
"DominicanRepublic","2013",29,20780,72000,3400,0.35,0.32,3200
"DominicanRepublic","2014",32,23346,72000,3400,0.34,0.3,3000
"DominicanRepublic","2015",35,25235,72000,3500,0.34,0.26,2700
"DominicanRepublic","2016",38,27357,72000,3500,0.34,0.24,2500
"DominicanRepublic","2017",41,29708,73000,3500,0.33,0.22,2400
"DominicanRepublic","2018",44,32265,73000,3400,0.33,0.21,2200
"DominicanRepublic","2019",47,34839,74000,3400,0.32,0.19,2000
"DominicanRepublic","2020",51,38270,75000,3400,0.32,0.17,1900
"DominicanRepublic","2021",47.3333333333333,35124.6666666667,74000,3400,0.323333333333333,0.19,2033.33333333333
"DominicanRepublic","2022",48.4444444444444,36077.8888888889,74333.3333333333,3400,0.321111111111111,0.183333333333333,1977.77777777778
"DominicanRepublic","2023",48.9259259259259,36490.8518518518,74444.4444444444,3400,0.321481481481481,0.181111111111111,1970.37037037037
"DominicanRepublic","2024",48.2345679012346,35897.8024691358,74259.2592592593,3400,0.321975308641975,0.184814814814815,1993.82716049383
"DominicanRepublic","2025",48.5349794238683,36155.5144032922,74345.6790123457,3400,0.321522633744856,0.183086419753086,1980.65843621399
"Ecuador","2010",23,7168,31000,2500,0.17,0.06,1000
"Ecuador","2011",28,8947,32000,2400,0.16,0.06,1000
"Ecuador","2012",28,9396,34000,2400,0.16,0.05,1000
"Ecuador","2013",29,10234,35000,2400,0.16,0.06,1000
"Ecuador","2014",35,12624,36000,2500,0.16,0.08,1200
"Ecuador","2015",42,15491,37000,2500,0.15,0.07,1100
"Ecuador","2016",47,18275,39000,2400,0.15,0.05,1000
"Ecuador","2017",53,21526,40000,2400,0.14,0.04,1000
"Ecuador","2018",60,25148,42000,2300,0.14,0.03,1000
"Ecuador","2019",70,30812,44000,2200,0.13,0.03,500
"Ecuador","2020",76,34121,45000,2100,0.12,0.03,500
"Ecuador","2021",68.6666666666667,30027,43666.6666666667,2200,0.13,0.03,666.666666666667
"Ecuador","2022",71.5555555555556,31653.3333333333,44222.2222222222,2166.66666666667,0.126666666666667,0.03,555.555555555556
"Ecuador","2023",72.0740740740741,31933.7777777778,44296.2962962963,2155.55555555556,0.125555555555556,0.03,574.074074074074
"Ecuador","2024",70.7654320987654,31204.7037037037,44061.7283950617,2174.07407407407,0.127407407407407,0.03,598.765432098765
"Ecuador","2025",71.4650205761317,31597.2716049383,44193.4156378601,2165.43209876543,0.126543209876543,0.03,576.131687242798
"Egypt","2010",11,579,5400,1000,0.01,0.01,200
"Egypt","2011",12,743,6300,1100,0.01,0.01,200
"Egypt","2012",13,939,7400,1300,0.02,0.01,200
"Egypt","2013",14,1224,8600,1500,0.02,0.01,500
"Egypt","2014",18,1780,10000,1800,0.02,0.01,500
"Egypt","2015",19,2220,12000,2000,0.02,0.01,500
"Egypt","2016",23,3168,14000,2300,0.02,0.01,500
"Egypt","2017",30,4753,16000,2600,0.03,0.01,500
"Egypt","2018",37,6693,18000,2800,0.03,0.01,500
"Egypt","2019",40,8364,21000,3000,0.03,0.01,500
"Egypt","2020",44,10352,24000,3300,0.03,0.01,500
"Egypt","2021",40.3333333333333,8469.66666666667,21000,3033.33333333333,0.03,0.01,500
"Egypt","2022",41.4444444444444,9061.88888888889,22000,3111.11111111111,0.03,0.01,500
"Egypt","2023",41.9259259259259,9294.51851851852,22333.3333333333,3148.14814814815,0.03,0.01,500
"Egypt","2024",41.2345679012346,8942.02469135802,21777.7777777778,3097.53086419753,0.03,0.01,500
"Egypt","2025",41.5349794238683,9099.47736625514,22037.037037037,3118.93004115226,0.03,0.01,500
"ElSalvador","2010",41,8482,21000,1600,0.26,0.05,500
"ElSalvador","2011",41,8890,22000,1500,0.25,0.05,500
"ElSalvador","2012",41,9271,22000,1400,0.23,0.05,500
"ElSalvador","2013",44,10140,23000,1400,0.22,0.05,500
"ElSalvador","2014",44,10549,24000,1300,0.21,0.05,500
"ElSalvador","2015",45,10803,24000,1200,0.2,0.06,500
"ElSalvador","2016",47,11536,25000,1200,0.18,0.08,500
"ElSalvador","2017",47,11780,25000,1100,0.17,0.08,1000
"ElSalvador","2018",48,11862,25000,1000,0.16,0.09,1000
"ElSalvador","2019",54,13321,25000,1000,0.14,0.1,1000
"ElSalvador","2020",56,13843,25000,1000,0.13,0.1,1000
"ElSalvador","2021",52.6666666666667,13008.6666666667,25000,1000,0.143333333333333,0.0966666666666667,1000
"ElSalvador","2022",54.2222222222222,13390.8888888889,25000,1000,0.137777777777778,0.0988888888888889,1000
"ElSalvador","2023",54.2962962962963,13414.1851851852,25000,1000,0.137037037037037,0.0985185185185185,1000
"ElSalvador","2024",53.7283950617284,13271.2469135802,25000,1000,0.139382716049383,0.0980246913580247,1000
"ElSalvador","2025",54.082304526749,13358.7736625514,25000,1000,0.138065843621399,0.098477366255144,1000
"EquatorialGuinea","2010",7,2291,34000,0,0,1.5,1500
"EquatorialGuinea","2011",10,3895,38000,0,0,1.61,1700
"EquatorialGuinea","2012",14,5927,41000,0,0,1.74,1900
"EquatorialGuinea","2013",24,10910,45000,0,0,1.71,1900
"EquatorialGuinea","2014",24,11361,48000,0,0,1.47,1700
"EquatorialGuinea","2015",21,10830,52000,0,0,1.52,1800
"EquatorialGuinea","2016",27,14881,55000,0,0,1.66,2100
"EquatorialGuinea","2017",35,20563,58000,0,0,1.68,2200
"EquatorialGuinea","2018",35,21368,62000,0,0,1.53,2100
"EquatorialGuinea","2019",35,22900,65000,0,0,1.56,2200
"EquatorialGuinea","2020",38,25703,68000,0,0,1.61,2300
"EquatorialGuinea","2021",36,23323.6666666667,65000,0,0,1.56666666666667,2200
"EquatorialGuinea","2022",36.3333333333333,23975.5555555556,66000,0,0,1.57888888888889,2233.33333333333
"EquatorialGuinea","2023",36.7777777777778,24334.0740740741,66333.3333333333,0,0,1.58518518518519,2244.44444444444
"EquatorialGuinea","2024",36.3703703703704,23877.7654320988,65777.7777777778,0,0,1.57691358024691,2225.92592592593
"EquatorialGuinea","2025",36.4938271604938,24062.4650205761,66037.037037037,0,0,1.580329218107,2234.56790123457
"Eritrea","2010",29,4699,16000,1000,0.22,0.23,1000
"Eritrea","2011",35,5554,16000,1000,0.19,0.19,1000
"Eritrea","2012",42,6356,15000,1000,0.16,0.16,1000
"Eritrea","2013",48,7085,15000,500,0.14,0.14,500
"Eritrea","2014",55,7862,14000,500,0.12,0.11,500
"Eritrea","2015",60,8431,14000,500,0.11,0.1,500
"Eritrea","2016",64,8712,14000,500,0.1,0.09,500
"Eritrea","2017",66,8795,13000,500,0.09,0.08,500
"Eritrea","2018",68,8907,13000,500,0.08,0.08,500
"Eritrea","2019",69,8835,13000,500,0.07,0.07,500
"Eritrea","2020",73,9078,13000,500,0.07,0.08,500
"Eritrea","2021",70,8940,13000,500,0.0733333333333333,0.0766666666666667,500
"Eritrea","2022",70.6666666666667,8951,13000,500,0.0711111111111111,0.0755555555555556,500
"Eritrea","2023",71.2222222222222,8989.66666666667,13000,500,0.0714814814814815,0.0774074074074074,500
"Eritrea","2024",70.6296296296296,8960.22222222222,13000,500,0.0719753086419753,0.0765432098765432,500
"Eritrea","2025",70.8395061728395,8966.96296296296,13000,500,0.071522633744856,0.0765020576131687,500
"Estonia","2010",32,1809,5600,500,0.24,0.04,100
"Estonia","2011",37,2174,5800,500,0.22,0.04,100
"Estonia","2012",42,2531,6000,500,0.21,0.03,100
"Estonia","2013",44,2712,6200,500,0.2,0.03,100
"Estonia","2014",48,3021,6300,500,0.19,0.04,100
"Estonia","2015",55,3519,6500,500,0.18,0.04,100
"Estonia","2016",59,3890,6600,500,0.17,0.03,100
"Estonia","2017",61,4136,6700,500,0.17,0.03,100
"Estonia","2018",63,4343,6900,500,0.17,0.03,100
"Estonia","2019",65,4510,7000,500,0.16,0.03,100
"Estonia","2020",66,4675,7100,500,0.16,0.04,100
"Estonia","2021",64.6666666666667,4509.33333333333,7000,500,0.163333333333333,0.0333333333333333,100
"Estonia","2022",65.2222222222222,4564.77777777778,7033.33333333333,500,0.161111111111111,0.0344444444444444,100
"Estonia","2023",65.2962962962963,4583.03703703704,7044.44444444444,500,0.161481481481481,0.0359259259259259,100
"Estonia","2024",65.0617283950617,4552.38271604938,7025.92592592593,500,0.161975308641975,0.0345679012345679,100
"Estonia","2025",65.1934156378601,4566.73251028806,7034.56790123457,500,0.161522633744856,0.0349794238683128,100
"Eswatini","2010",35,60757,170000,14000,15.7,4.94,5100
"Eswatini","2011",39,69110,180000,13000,14.75,4.08,4300
"Eswatini","2012",43,79524,180000,13000,14.45,3.4,3600
"Eswatini","2013",49,92343,190000,12000,14.07,3.16,3400
"Eswatini","2014",59,113669,190000,12000,13.52,3.15,3400
"Eswatini","2015",69,133958,2e+05,10000,11.81,3.02,3300
"Eswatini","2016",78,155177,2e+05,9000,10.17,2.84,3100
"Eswatini","2017",87,174103,2e+05,7700,8.64,2.78,3000
"Eswatini","2018",89,177156,2e+05,6100,6.76,2.54,2800
"Eswatini","2019",95,191782,2e+05,5400,6,2.25,2500
"Eswatini","2020",95,204286,2e+05,4800,5.28,2.16,2400
"Eswatini","2021",93,191074.666666667,2e+05,5433.33333333333,6.01333333333333,2.31666666666667,2566.66666666667
"Eswatini","2022",94.3333333333333,195714.222222222,2e+05,5211.11111111111,5.76444444444444,2.24222222222222,2488.88888888889
"Eswatini","2023",94.1111111111111,197024.962962963,2e+05,5148.14814814815,5.68592592592593,2.23962962962963,2485.18518518518
"Eswatini","2024",93.8148148148148,194604.617283951,2e+05,5264.1975308642,5.82123456790123,2.26617283950617,2513.58024691358
"Eswatini","2025",94.0864197530864,195781.267489712,2e+05,5207.81893004115,5.75720164609053,2.24934156378601,2495.88477366255
"Ethiopia","2010",34,222333,650000,27000,0.36,0.35,26000
"Ethiopia","2011",41,265140,650000,24000,0.32,0.28,22000
"Ethiopia","2012",45,288100,650000,22000,0.28,0.23,18000
"Ethiopia","2013",49,317403,640000,19000,0.24,0.2,17000
"Ethiopia","2014",56,361615,640000,18000,0.22,0.19,16000
"Ethiopia","2015",60,384528,640000,17000,0.2,0.19,16000
"Ethiopia","2016",66,420642,640000,16000,0.19,0.17,16000
"Ethiopia","2017",69,437532,640000,15000,0.17,0.16,15000
"Ethiopia","2018",71,450030,630000,14000,0.15,0.15,14000
"Ethiopia","2019",75,468848,630000,13000,0.13,0.14,14000
"Ethiopia","2020",78,483127,620000,12000,0.12,0.13,13000
"Ethiopia","2021",74.6666666666667,467335,626666.666666667,13000,0.133333333333333,0.14,13666.6666666667
"Ethiopia","2022",75.8888888888889,473103.333333333,625555.555555556,12666.6666666667,0.127777777777778,0.136666666666667,13555.5555555556
"Ethiopia","2023",76.1851851851852,474521.777777778,624074.074074074,12555.5555555556,0.127037037037037,0.135555555555556,13407.4074074074
"Ethiopia","2024",75.5802469135803,471653.37037037,625432.098765432,12740.7407407407,0.129382716049383,0.137407407407407,13543.2098765432
"Ethiopia","2025",75.8847736625514,473092.827160494,625020.576131687,12654.3209876543,0.128065843621399,0.136543209876543,13502.0576131687
"Fiji","2010",17,79,500,100,0.08,0.01,100
"Fiji","2011",18,96,1000,100,0.09,0.02,100
"Fiji","2012",27,160,1000,100,0.09,0.02,100
"Fiji","2013",25,165,1000,100,0.1,0.01,100
"Fiji","2014",27,195,1000,100,0.11,0.02,100
"Fiji","2015",25,202,1000,200,0.12,0.02,100
"Fiji","2016",25,222,1000,200,0.13,0.03,100
"Fiji","2017",29,274,1000,200,0.14,0.03,100
"Fiji","2018",33,352,1100,200,0.14,0.03,100
"Fiji","2019",38,434,1200,200,0.16,0.03,100
"Fiji","2020",40,506,1300,200,0.16,0.03,100
"Fiji","2021",37,430.666666666667,1200,200,0.153333333333333,0.03,100
"Fiji","2022",38.3333333333333,456.888888888889,1233.33333333333,200,0.157777777777778,0.03,100
"Fiji","2023",38.4444444444444,464.518518518519,1244.44444444444,200,0.157037037037037,0.03,100
"Fiji","2024",37.9259259259259,450.691358024691,1225.92592592593,200,0.156049382716049,0.03,100
"Fiji","2025",38.2345679012346,457.366255144033,1234.56790123457,200,0.156954732510288,0.03,100
"Finland","2010",0,0,0,0,0,0,0
"Finland","2011",0,0,0,0,0,0,0
"Finland","2012",0,0,0,0,0,0,0
"Finland","2013",0,0,0,0,0,0,0
"Finland","2014",0,0,0,0,0,0,0
"Finland","2015",0,0,0,0,0,0,0
"Finland","2016",0,0,0,0,0,0,0
"Finland","2017",0,0,0,0,0,0,0
"Finland","2018",0,0,0,0,0,0,0
"Finland","2019",0,0,0,0,0,0,0
"Finland","2020",0,0,0,0,0,0,0
"Finland","2021",0,0,0,0,0,0,0
"Finland","2022",0,0,0,0,0,0,0
"Finland","2023",0,0,0,0,0,0,0
"Finland","2024",0,0,0,0,0,0,0
"Finland","2025",0,0,0,0,0,0,0
"France","2010",0,104759,0,0,0,0,0
"France","2011",0,109493,0,0,0,0,0
"France","2012",0,114230,0,0,0,0,0
"France","2013",0,118961,0,0,0,0,0
"France","2014",0,124151,0,0,0,0,0
"France","2015",0,130184,0,0,0,0,0
"France","2016",0,134669,0,0,0,0,0
"France","2017",0,142208,0,0,0,0,0
"France","2018",0,148218,0,0,0,0,0
"France","2019",0,154227,0,0,0,0,0
"France","2020",0,160235,0,0,0,0,0
"France","2021",0,154226.666666667,0,0,0,0,0
"France","2022",0,156229.555555556,0,0,0,0,0
"France","2023",0,156897.074074074,0,0,0,0,0
"France","2024",0,155784.432098765,0,0,0,0,0
"France","2025",0,156303.687242798,0,0,0,0,0
"Gabon","2010",24,11013,45000,2500,1.64,1.48,2400
"Gabon","2011",28,12694,46000,2400,1.51,1.44,2400
"Gabon","2012",32,15006,46000,2200,1.36,1.32,2300
"Gabon","2013",43,19955,47000,2000,1.2,1.1,2000
"Gabon","2014",46,21759,47000,1900,1.08,0.91,1700
"Gabon","2015",57,27037,47000,1800,0.96,0.82,1600
"Gabon","2016",64,30372,47000,1500,0.78,0.69,1400
"Gabon","2017",71,33401,47000,1400,0.69,0.59,1200
"Gabon","2018",76,35634,47000,1200,0.59,0.55,1200
"Gabon","2019",56,26104,47000,1100,0.52,0.51,1100
"Gabon","2020",52,24208,46000,1000,0.48,0.42,1000
"Gabon","2021",61.3333333333333,28648.6666666667,46666.6666666667,1100,0.53,0.493333333333333,1100
"Gabon","2022",56.4444444444444,26320.2222222222,46555.5555555556,1066.66666666667,0.51,0.474444444444444,1066.66666666667
"Gabon","2023",56.5925925925926,26392.2962962963,46407.4074074074,1055.55555555556,0.506666666666667,0.462592592592593,1055.55555555556
"Gabon","2024",58.1234567901235,27120.3950617284,46543.2098765432,1074.07407407407,0.515555555555555,0.47679012345679,1074.07407407407
"Gabon","2025",57.0534979423868,26610.9711934156,46502.0576131687,1065.43209876543,0.510740740740741,0.471275720164609,1065.43209876543
"Gambia","2010",10,2030,21000,2100,1.25,0.73,1300
"Gambia","2011",15,3121,22000,2100,1.16,0.64,1200
"Gambia","2012",17,3842,22000,2000,1.07,0.56,1100
"Gambia","2013",17,3997,23000,2000,1.08,0.54,1100
"Gambia","2014",19,4586,24000,2100,1.07,0.58,1200
"Gambia","2015",21,5022,24000,2000,1.03,0.59,1200
"Gambia","2016",25,6081,25000,2100,1.03,0.59,1300
"Gambia","2017",27,6773,25000,2100,1,0.57,1200
"Gambia","2018",29,7541,26000,2100,0.97,0.56,1300
"Gambia","2019",31,8229,27000,2100,0.94,0.56,1300
"Gambia","2020",31,8286,27000,2100,0.93,0.55,1300
"Gambia","2021",30.3333333333333,8018.66666666667,26666.6666666667,2100,0.946666666666667,0.556666666666667,1300
"Gambia","2022",30.7777777777778,8177.88888888889,26888.8888888889,2100,0.938888888888889,0.555555555555556,1300
"Gambia","2023",30.7037037037037,8160.85185185185,26851.8518518519,2100,0.938518518518519,0.554074074074074,1300
"Gambia","2024",30.6049382716049,8119.13580246914,26802.4691358025,2100,0.941358024691358,0.555432098765432,1300
"Gambia","2025",30.6954732510288,8152.62551440329,26847.7366255144,2100,0.939588477366255,0.555020576131687,1300
"Georgia","2010",27,830,3100,1000,0.13,0.01,100
"Georgia","2011",31,1122,3600,1000,0.14,0.01,100
"Georgia","2012",41,1679,4100,1000,0.15,0.01,100
"Georgia","2013",45,2092,4600,1000,0.15,0.01,100
"Georgia","2014",49,2541,5200,1000,0.15,0.01,100
"Georgia","2015",53,3044,5700,1000,0.16,0.01,100
"Georgia","2016",58,3638,6200,1000,0.16,0.01,100
"Georgia","2017",61,4144,6800,1000,0.16,0.01,100
"Georgia","2018",63,4597,7300,1000,0.16,0.01,100
"Georgia","2019",65,5098,7800,1000,0.17,0.02,100
"Georgia","2020",65,5442,8400,1000,0.17,0.02,100
"Georgia","2021",64.3333333333333,5045.66666666667,7833.33333333333,1000,0.166666666666667,0.0166666666666667,100
"Georgia","2022",64.7777777777778,5195.22222222222,8011.11111111111,1000,0.168888888888889,0.0188888888888889,100
"Georgia","2023",64.7037037037037,5227.62962962963,8081.48148148148,1000,0.168518518518519,0.0185185185185185,100
"Georgia","2024",64.6049382716049,5156.17283950617,7975.30864197531,1000,0.168024691358025,0.0180246913580247,100
"Georgia","2025",64.6954732510288,5193.00823045268,8022.63374485597,1000,0.168477366255144,0.018477366255144,100
"Germany","2010",64,45252,70000,2900,0.03,0.01,500
"Germany","2011",67,48359,72000,2500,0.03,0.01,500
"Germany","2012",69,51465,75000,2800,0.03,0.01,500
"Germany","2013",71,54771,77000,2800,0.03,0.01,500
"Germany","2014",73,58081,80000,2800,0.03,0.01,500
"Germany","2015",75,61491,82000,2800,0.03,0.01,500
"Germany","2016",77,65096,84000,2900,0.03,0.01,500
"Germany","2017",80,68903,87000,2600,0.03,0.01,500
"Germany","2018",81,71509,89000,2700,0.03,0.01,500
"Germany","2019",85,76915,91000,2700,0.03,0.01,500
"Germany","2020",86,79748,93000,2600,0.03,0.01,500
"Germany","2021",84,76057.3333333333,91000,2666.66666666667,0.03,0.01,500
"Germany","2022",85,77573.4444444444,91666.6666666667,2655.55555555556,0.03,0.01,500
"Germany","2023",85,77792.9259259259,91888.8888888889,2640.74074074074,0.03,0.01,500
"Germany","2024",84.6666666666667,77141.2345679012,91518.5185185185,2654.32098765432,0.03,0.01,500
"Germany","2025",84.8888888888889,77502.5349794239,91691.3580246914,2650.20576131687,0.03,0.01,500
"Ghana","2010",13,40575,310000,24000,1.02,0.81,20000
"Ghana","2011",19,59007,310000,23000,0.96,0.74,19000
"Ghana","2012",22,69870,320000,22000,0.9,0.64,17000
"Ghana","2013",24,75762,320000,23000,0.89,0.61,16000
"Ghana","2014",26,83712,320000,22000,0.86,0.61,16000
"Ghana","2015",25,81987,330000,23000,0.84,0.6,16000
"Ghana","2016",28,92335,330000,22000,0.82,0.58,16000
"Ghana","2017",31,102684,340000,22000,0.78,0.57,17000
"Ghana","2018",33,113171,340000,22000,0.76,0.56,17000
"Ghana","2019",45,153901,340000,21000,0.72,0.53,16000
"Ghana","2020",60,208811,350000,19000,0.63,0.41,13000
"Ghana","2021",46,158627.666666667,343333.333333333,20666.6666666667,0.703333333333333,0.5,15333.3333333333
"Ghana","2022",50.3333333333333,173779.888888889,344444.444444444,20222.2222222222,0.684444444444444,0.48,14777.7777777778
"Ghana","2023",52.1111111111111,180406.185185185,345925.925925926,19962.962962963,0.672592592592593,0.463333333333333,14370.3703703704
"Ghana","2024",49.4814814814815,170937.913580247,344567.901234568,20283.950617284,0.68679012345679,0.481111111111111,14827.1604938272
"Ghana","2025",50.641975308642,175041.329218107,344979.423868313,20156.378600823,0.681275720164609,0.474814814814815,14658.4362139918
"Global","2010",25,7800000,31100000,2100000,0.31,0.19,1300000
"Global","2011",30,9400000,31800000,2100000,0.3,0.17,1200000
"Global","2012",35,11300000,32500000,2e+06,0.29,0.16,1100000
"Global","2013",40,13200000,33200000,1900000,0.27,0.14,1e+06
"Global","2014",44,15100000,33900000,1800000,0.26,0.13,950000
"Global","2015",49,17100000,34600000,1800000,0.25,0.12,9e+05
"Global","2016",55,19300000,35300000,1700000,0.24,0.11,850000
"Global","2017",60,21500000,35900000,1700000,0.23,0.11,8e+05
"Global","2018",63,23100000,36600000,1600000,0.21,0.1,750000
"Global","2019",69,25500000,37200000,1500000,0.2,0.09,720000
"Global","2020",73,27500000,37700000,1500000,0.19,0.09,680000
"Global","2021",68.3333333333333,25366666.6666667,37166666.6666667,1533333.33333333,0.2,0.0933333333333333,716666.666666667
